41754.4907918338,49964.8900830035,48898.34276844564,55032.808311357905,61354.79732882141,66202.80592658612,68552.49901583306,66919.58231053627,66629.34896879017,72973.21527362752,84360.48558782531,82226.49802974175,76533.9633604112,91322.252892411,90592.44076803041,82735.63738566499,78741.52931106991,80702.52622607659,99910.13440884213,88713.0262711581,85662.334047103,81193.43226409054,85485.744333142,89535.45637660973,94254.6031143915,95272.20310414693,96751.96442654775,93558.07270806043,94440.73221349005,102069.03383327453,87138.45188378448,85087.1233349409,94207.65428371969,86816.95424127043,96347.810387138,84695.7304997533
40961.13022050156,49340.41758038127,56412.21661032073,55836.960583682325,57147.413220929615,61321.11606957128,69430.9695174804,69144.15385276006,78228.95311733361,84340.79195672304,82587.4917937496,89949.88190328864,92719.6116725936,88365.7722846929,98214.25880417196,95843.94021774389,94547.44527958853,95567.98483227604,98052.83206188589,87335.98684384843,103786.59180643664,99079.33133743529,94266.99315588913,97964.28028613282,108837.92744042107,101035.14110896125,103484.04919228905,116420.35198146456,104131.45366772916,103295.63329376827,98653.68964876616,109504.58194902742,99152.5008518306,107622.52800550146,109953.70700989984,100212.78772639697
40888.35979869546,48373.22745507017,48212.87524993257,58620.17040356786,58125.39224733616,72012.50579471138,66063.54919025865,75770.2793257048,89354.16437583086,83448.02966301635,79399.33957648893,92575.3689684498,87228.14011525226,95570.93637323703,102280.61006029954,96731.52902301388,100268.3901132248,106149.48051699523,94983.73845253332,113704.814779797,100300.43146678261,100647.37105364217,101683.52033876962,102907.43750895916,99140.82733631166,110121.5607806205,107335.68273183994,108705.00222767395,102936.1687770969,103366.43580388867,119033.47687941192,118592.35802900532,125004.0259238496,110181.20660381825,117539.84568593236,114411.10609809554
44113.90488784369,45490.24465577731,55473.095422237195,57938.67016380632,65046.212968871005,65323.567610879254,73632.67015990044,75902.69465016072,72094.07835661105,82031.44176763049,86137.66827803724,83692.74485550207,88007.70687157579,98343.6885819392,88582.10682193337,90013.46839683634,83621.50839109003,95709.01872458908,84107.14245179549,84803.9685190086,88256.22800776761,90229.70357775403,98761.14223195409,102211.90344108843,91991.73605247319,99764.95820435384,88752.99997660145,99483.07045115044,91730.63612423692,87049.66407201687,87907.58113952799,102796.60705082188,87545.369282498,91619.71240977969,96208.71122914887,85500.99531619431
40654.750482783376,50701.74104884212,53559.290227210506,57079.144220835966,54717.54010196876,63563.01209082665,60976.146916160236,68357.85759376507,72929.71049914935,70786.03014304502,67928.81625086445,74452.82662908979,75341.91181242614,84233.70160771406,73848.67460729781,82343.61466471026,86976.37045388174,77996.04996312506,82578.10636814887,75840.23783785295,86389.01087470485,87208.55045676266,81932.48407293449,92341.47959718035,77370.54482605474,77308.68729968072,88709.19514050742,87832.42433231664,90132.44791778293,80632.56658457025,79475.94052803464,92707.38519569958,95963.12861114889,90983.9772058312,88322.80641847951,89976.79134137637
43962.91076179975,48775.751369164376,56997.97666621858,56506.006549608224,59099.833686467995,64400.819524927065,74149.9350666019,74964.18612185911,79617.02115152153,83354.82059007311,83437.13621028437,80985.82281279545,91939.00806293529,90392.38395383093,92604.42200568254,94813.13926034785,87209.92504598852,88617.57902349145,103945.80315766452,94088.14340583078,95551.84050618969,102190.45085839872,103970.77845809388,105797.60998195579,102696.45976406301,100123.31279404249,107405.18223639183,101359.59129404793,99672.82716005798,102127.64412895362,101655.40550046806,93116.47150624348,94399.7604436829,112743.87322305019,102286.52949772883,105633.5281793374
42381.44937040562,49783.15827341473,52566.22674290576,58422.41341966017,63423.93066032992,64400.26719849697,71341.57069744723,67239.04458880602,74159.87356705335,73949.97835650067,77664.61307506518,80247.90901972695,81616.02891981932,86358.11645568343,86626.50134537046,91461.95440166452,84933.44106711517,86949.94567041777,84816.2758810634,86620.4232681357,83444.39632056534,83343.63869658197,92725.84627396755,95818.33094203839,93827.13352355351,89853.71538241894,86302.95674112663,82944.14546434091,87803.09407905715,83257.78420635515,95971.12972276464,97366.87296179408,95312.09191662056,94593.52194596236,82044.12293731191,88474.52501491187
41079.7158874005,49640.31219913444,54972.29202429383,59798.0963207239,60471.998960765246,64699.82060891315,65893.65642814802,71812.70738919149,75758.54246603517,83630.68821455455,84860.83867731199,93984.28099498054,78538.4489136158,93098.19554894933,82490.69926437848,98953.57260495576,96143.37768158205,91038.04799167986,90607.08669377545,94040.2632093668,95833.49569909231,103997.06310546532,104063.13118964981,97136.63583382228,94786.52006280732,96800.50510572438,107142.87642568922,101425.87534875295,102074.39886441996,105307.72288064544,106870.65618482765,100873.76282535431,112307.31156883248,99712.75982488596,103993.44681782188,100039.81810264752
45776.99776588537,45552.728760247046,56365.773680895305,51819.85062054371,54673.81439652569,66265.76522291682,70423.64707538276,72472.25167664142,83023.49739574332,70131.43420005504,80453.57529625726,86251.8217578198,75886.58781830488,89681.40994213277,88368.19446217321,88324.92963539601,85553.33103952659,87587.28986316547,97397.73531573982,101027.78766066379,87220.18463760076,93477.81802813036,96178.59420584865,88613.98026306626,88917.53957524194,103234.70116069517,89744.78224843202,90105.98865397708,99304.38310687755,83944.7355230222,88407.28986594555,88079.94043731806,83824.40030176108,91410.77714755412,104596.24097432775,95942.66422005824
44554.215568645726,47772.20704147644,51373.36952581053,57271.25858874915,59757.71892717676,57779.4358926483,70465.12456384553,74344.74966771956,67883.99045674293,75187.79721711112,75146.4606272317,83152.76366705459,79659.4921421617,85008.81481950473,86849.56488737065,80997.52200612854,82108.52833455041,94421.0804540331,93435.73856680389,96480.84787906833,89898.55153079302,103905.94651727815,97374.04068104576,103048.20161904526,94864.64939463578,84055.75754067075,102046.01472688216,101633.88022663753,85550.7134197068,95330.34421058462,85287.57789698134,85330.09680237583,104004.29868355757,89384.69044060685,90951.4606157412,96320.57512106004
